Data set,Source,Field?,Dim,Predator subphylum/ class,Predator order,Predator,Predator scientific name,Predator type,Prey class,Prey order,Prey,Prey scientific name,Prey type,Data type,Replaced?,Hours starved,Temp (C ),Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Water type,Dataset ID,R2 (mean or only),a,CI a low,CI a hi,h,CI h low,CI h hi,Num bootstraps,Notes
1419,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year F,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva D,Mean,N,24,21,1,,72000,3.46E+03,Original species length,Species,1.24E+02,Original species length,Species,Fresh,1419,0.27,1.05E+01,4.29E+00,2.44E+01,3.80E-03,1.74E-03,5.33E-03,200,
1420,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year G,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,5.23E+03,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1420,0.34,2.97E+00,1.39E+00,8.02E+00,1.51E-04,1.05E-04,1.98E-04,200,
1421,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year G,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,5.23E+03,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1421,0.7,2.96E+01,1.92E+01,5.09E+01,2.45E-04,1.96E-04,3.20E-04,200,
1422,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year G,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva E,Mean,N,24,21,1,,72000,5.23E+03,Original species length,Species,1.89E+02,Original species length,Species,Fresh,1422,0.42,5.31E+00,3.80E+00,2.71E+01,6.32E-10,5.75E-11,3.85E-03,200,
1423,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year H,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,7.54E+03,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1423,0.18,2.41E+00,1.69E-01,1.39E+01,2.92E-04,9.40E-05,4.23E-04,200,
1424,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year H,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,7.54E+03,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1424,0.47,3.44E+01,1.64E+01,9.49E+01,3.57E-04,2.38E-04,4.85E-04,200,
1425,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year H,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva F,Mean,N,24,21,1,,72000,7.54E+03,Original species length,Species,2.74E+02,Original species length,Species,Fresh,1425,0.43,5.79E+00,3.39E+00,1.41E+01,2.15E-03,1.15E-10,4.50E-03,200,
1426,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year I,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,1.04E+04,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1426,0.2,4.56E+00,1.54E+00,3.34E+01,1.23E-04,8.36E-05,2.00E-04,200,
1427,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year I,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,1.04E+04,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1427,0.63,2.91E+01,1.46E+01,5.66E+01,2.11E-04,1.68E-04,2.87E-04,200,
1428,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year I,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva G,Mean,N,24,21,1,,72000,1.04E+04,Original species length,Species,3.82E+02,Original species length,Species,Fresh,1428,0.39,8.39E+00,3.76E+00,3.73E+01,3.09E-03,1.34E-03,5.33E-03,200,
1429,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year J,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,3.67E+04,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1429,0.09,1.14E-01,4.59E-02,3.74E-01,1.09E-02,8.09E-03,1.52E-02,200,
1430,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year J,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,3.67E+04,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1430,0.49,1.80E+01,8.79E+00,1.16E+02,2.62E-04,1.20E-04,4.70E-04,200,
1431,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year J,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva H,Mean,N,24,21,1,,72000,3.67E+04,Original species length,Species,1.37E+03,Original species length,Species,Fresh,1431,0.21,4.61E+00,2.17E+00,7.04E+01,2.96E-03,5.90E-11,7.89E-03,200,
1432,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1432,0.29,9.25E-04,3.34E-04,7.77E-03,5.69E-04,2.92E-04,9.79E-04,200,
1433,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1433,0.58,1.24E-03,8.62E-04,1.95E-03,2.48E-04,1.71E-04,3.62E-04,200,
1434,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1434,0.47,1.20E-03,6.67E-04,1.35E-02,2.58E-04,1.72E-04,4.49E-04,200,
1435,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1435,0.82,8.35E-04,6.68E-04,1.09E-03,2.62E-05,3.94E-07,5.36E-05,200,
1436,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1436,0.39,6.84E-04,4.64E-04,1.02E-02,3.76E-05,9.21E-13,2.68E-04,200,
1437,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,6wk old larva,Rotifera,Plioma,Rotifer,Brachionus rotundiformis,,Mean,N,2,25,2,,50,,,,3.54E-03,Original species length,Zooplankton,Marine,1437,0.87,2.71E-03,2.10E-03,3.65E-03,9.37E-05,6.91E-05,1.19E-04,200,
1438,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1438,0.19,6.45E-04,2.42E-04,3.74E-02,1.92E-04,3.12E-11,5.01E-04,200,
1439,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1439,0.49,8.57E-04,7.15E-04,1.30E-03,1.42E-05,6.56E-13,4.40E-05,200,
1440,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1440,0.21,7.53E-04,3.91E-04,5.85E-02,7.24E-05,1.29E-11,2.84E-04,200,
1441,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1441,0.51,8.09E-04,6.43E-04,1.51E-03,2.76E-05,2.77E-11,7.10E-05,200,
1442,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1442,0.36,9.73E-04,7.42E-04,1.84E-03,2.71E-05,5.72E-06,7.01E-05,200,
1443,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,6wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,2,25,2,,50,,,,2.76E-03,Original species length,Zooplankton,Marine,1443,0.9,3.56E-03,2.85E-03,4.59E-03,4.65E-05,3.38E-05,5.73E-05,200,
1444,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,2wk old larva,Crustacea,Cladocera,,Ceriodaphnia dubia,,Mean,N,2,25,2,,50,,,,1.06E-02,Original species length,Order,Marine,1444,0.44,1.04E-03,3.45E-04,3.33E-03,2.33E-03,9.34E-04,3.52E-03,200,
1445,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,3wk old larva,Crustacea,Cladocera,,Ceriodaphnia dubia,,Mean,N,2,25,2,,50,,,,1.06E-02,Original species length,Order,Marine,1445,0.44,1.29E-03,7.09E-04,9.52E-03,1.13E-03,6.81E-04,1.81E-03,200,
1446,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,4wk old larva,Crustacea,Cladocera,,Ceriodaphnia dubia,,Mean,N,2,25,2,,50,,,,1.06E-02,Original species length,Order,Marine,1446,0.41,8.65E-04,4.40E-04,1.92E-02,1.14E-03,6.26E-04,2.20E-03,200,
1447,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,5wk old larva,Crustacea,Cladocera,,Ceriodaphnia dubia,,Mean,N,2,25,2,,50,,,,1.06E-02,Original species length,Order,Marine,1447,0.52,1.58E-03,1.21E-03,2.11E-03,5.84E-04,4.31E-04,7.97E-04,200,
1448,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,6wk old larva,Crustacea,Cladocera,,Ceriodaphnia dubia,,Mean,N,2,25,2,,50,,,,1.06E-02,Original species length,Order,Marine,1448,0.08,1.33E-02,3.62E-03,6.81E-02,8.44E-04,7.45E-04,9.56E-04,200,
1449,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,2wk old larva,Crustacea,Cladocera,,Moina macrocopa,,Mean,N,2,25,2,,50,,,,1.83E-01,Original species length,Order,Marine,1449,0.21,5.91E-04,1.41E-04,1.86E-02,1.84E-03,1.26E-10,4.23E-03,200,
1450,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,3wk old larva,Crustacea,Cladocera,,Moina macrocopa,,Mean,N,2,25,2,,50,,,,1.83E-01,Original species length,Order,Marine,1450,0.38,1.89E-03,1.01E-03,5.59E-03,1.38E-03,8.63E-04,2.13E-03,200,
1451,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,4wk old larva,Crustacea,Cladocera,,Moina macrocopa,,Mean,N,2,25,2,,50,,,,1.83E-01,Original species length,Order,Marine,1451,0.75,1.05E-03,7.43E-04,1.40E-03,6.04E-04,4.91E-04,7.23E-04,200,
1452,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,5wk old larva,Crustacea,Cladocera,,Moina macrocopa,,Mean,N,2,25,2,,50,,,,1.83E-01,Original species length,Order,Marine,1452,0.63,9.94E-04,5.08E-04,1.66E-03,2.46E-04,5.05E-11,5.09E-04,200,
1453,Morales-Ventura et al 2004 J APPL ICHTHYOL,,3,Actinopterygii,Atheriniformes,Toluca silverside,Chirostoma riojai,6wk old larva,Crustacea,Cladocera,,Moina macrocopa,,Mean,N,2,25,2,,50,,,,1.83E-01,Original species length,Order,Marine,1453,0.07,3.21E-03,1.06E-03,4.16E-02,5.54E-04,3.53E-04,7.26E-04,200,
1454,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus calyciflorus,,Mean,N,6,23,1,,25,,,,2.00E-04,Alternate species mass,,Fresh,1454,0.05,4.32E-04,8.12E-05,3.32E-03,3.49E-03,2.49E-03,4.86E-03,200,
1455,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus calyciflorus,,Mean,N,6,23,1,,25,,,,2.00E-04,Alternate species mass,,Fresh,1455,0.63,4.47E-04,2.77E-04,9.40E-04,7.71E-04,6.01E-04,9.21E-04,200,
1456,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus calyciflorus,,Mean,N,6,23,1,,25,,,,2.00E-04,Alternate species mass,,Fresh,1456,0.71,7.52E-04,5.27E-04,1.11E-03,5.83E-04,5.19E-04,6.45E-04,200,
1457,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus calyciflorus,,Mean,N,6,23,1,,25,,,,2.00E-04,Alternate species mass,,Fresh,1457,0.5,8.33E-04,5.42E-04,1.61E-03,6.84E-04,5.65E-04,8.22E-04,200,
1458,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus calyciflorus,,Mean,N,6,23,1,,25,,,,2.00E-04,Alternate species mass,,Fresh,1458,0.71,1.16E-03,8.84E-04,1.77E-03,5.25E-04,4.69E-04,5.79E-04,200,
1459,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus havanaensis,,Mean,N,6,23,1,,25,,,,2.40E-03,Original species length,Zooplankton,Fresh,1459,0.14,5.88E-04,1.49E-04,1.31E-02,5.42E-04,2.51E-10,9.99E-04,200,
1460,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus havanaensis,,Mean,N,6,23,1,,25,,,,2.40E-03,Original species length,Zooplankton,Fresh,1460,0.4,4.40E-04,2.10E-04,1.72E-03,4.52E-04,2.13E-04,7.12E-04,200,
1461,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus havanaensis,,Mean,N,6,23,1,,25,,,,2.40E-03,Original species length,Zooplankton,Fresh,1461,0.66,1.26E-03,9.23E-04,1.83E-03,2.75E-04,2.31E-04,3.31E-04,200,
1462,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus havanaensis,,Mean,N,6,23,1,,25,,,,2.40E-03,Original species length,Zooplankton,Fresh,1462,0.89,1.11E-03,9.04E-04,1.39E-03,1.77E-04,1.63E-04,1.96E-04,200,
1463,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus havanaensis,,Mean,N,6,23,1,,25,,,,2.40E-03,Original species length,Zooplankton,Fresh,1463,0.95,1.02E-03,8.52E-04,1.19E-03,1.19E-04,1.08E-04,1.30E-04,200,
1464,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus patulus,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1464,0.44,2.42E-04,1.27E-04,6.97E-04,1.20E-03,8.23E-04,1.67E-03,200,
1465,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus patulus,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1465,0.73,9.42E-04,7.09E-04,1.29E-03,5.16E-04,4.69E-04,5.67E-04,200,
1466,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus patulus,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1466,0.5,3.03E-03,2.12E-03,5.55E-03,4.47E-04,4.15E-04,4.76E-04,200,
1467,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus patulus,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1467,0.77,2.13E-03,1.62E-03,2.89E-03,3.79E-04,3.56E-04,4.05E-04,200,
1468,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus patulus,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1468,0.83,1.79E-03,1.46E-03,2.18E-03,3.31E-04,3.13E-04,3.53E-04,200,
1469,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,1wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1469,0.29,2.50E-04,1.11E-04,1.41E-03,1.49E-03,8.99E-04,2.12E-03,200,
1470,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,2wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1470,0.65,1.22E-04,8.04E-05,2.96E-04,3.45E-04,1.19E-05,7.95E-04,200,
1471,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,3wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1471,0.39,5.15E-04,2.91E-04,1.28E-03,8.79E-04,6.65E-04,1.14E-03,200,
1472,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,4wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1472,0.57,7.22E-04,4.54E-04,1.13E-03,6.78E-04,5.69E-04,7.88E-04,200,
1473,Alanis et al 2009 BRAZ ARCH BIOL & TECH,,3,Actinopterygii,Characiformes,Redeye tetra,Moenkhausia sanctaefilomenae,5wk old larva,Rotifera,Plioma,Rotifer,Brachionus rubens,,Mean,N,6,23,1,,25,,,,1.50E-04,Alternate species mass,,Fresh,1473,0.61,1.25E-03,8.35E-04,2.09E-03,5.58E-04,4.98E-04,6.38E-04,200,
1474,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,5.20E+00,Original species mass,,Fresh,1474,0.6,3.46E+02,2.10E+02,4.82E+02,1.25E-05,9.10E-06,1.59E-05,1,
1479,Ryer et al 2002 CANADAIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Gadiformes,Alaska pollock,Gadus chalcogrammus,Juvenile,Branchiopoda,Artemiidae,Shrimp,Artemia spp.,,Mean,N,19,11,1,,93000,3.26E+03,Original species length,Species,,,,Marine,1479,0.46,1.06E+00,7.82E-01,2.20E+00,1.76E-05,4.09E-12,6.61E-05,200,
1480,Ryer et al 2002 CANADAIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Scorpaeniformes,Sablefish,Anoplopoma fimbria,Juvenile,Branchiopoda,Artemiidae,Shrimp,Artemia spp.,,Mean,N,19,11,1,,93000,5.05E+03,Original species length,Species,,,,Marine,1480,0.33,1.18E+00,7.89E-01,2.25E+00,1.21E-05,8.52E-12,4.38E-05,200,
1481,Murray et al 2013 ETHOLOGY,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,20000,2.05E+04,Original species mass,,4.10E+00,75 pellets approx. 1.5% pred mass,,Fresh,1481,0.3,8.13E+01,2.51E+01,1.74E+03,7.37E-06,6.97E-08,1.14E-05,200,pellets not prey
1482,Murdoch et al 1975 ECOLOGY,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,,Insecta,Drosophilidae,flies,Drosophila spp.,Appendages and wings removed,Mean,Y,,,1,,75000,1.05E+02,Average species mass,,1.02E+00,Alternate species mass,,Fresh,1482,0.54,2.74E+01,2.53E+01,2.97E+01,8.76E-12,6.90E-12,1.16E-11,200,
1483,Murdoch et al 1975 ECOLOGY,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,,Oligochaeta,Naididae,tubificid worm,Tubifex spp.,,Mean,Y,,,1,,75000,1.05E+02,Average species mass,,,,,Fresh,1483,0.69,4.25E+01,3.99E+01,4.59E+01,1.40E-11,1.16E-11,1.74E-11,200,
1484,Limburg et al 1997 TRANSACTS OF THE AMERIN FISHRS SOCIETY,In the field,3,Actinopterygii,Perciformes,Striped bass,Morone saxatilis,larvae,Branchiopoda,Bosminidae,Cladoceran,Bosmina longirostris,,Mean,Y,,,,,,1.68E+00,Original species length,Species,2.20E-03,Average species mass,,Fresh ,1484,0.14,1.43E-03,2.65E-04,7.04E+02,5.12E-02,2.33E-02,8.29E-02,200,"Rates determined from sampling larvae gut contents along the Hudson River/Predator lengths are notochord lengths/first predator length given is at the beginning of sampling, second number form predator notochord length is from end of sampling period"
1485,Limburg et al 1997 TRANSACTS OF THE AMERIN FISHRS SOCIETY,In the field,3,Actinopterygii,Perciformes,White perch,Morone americana,larvae,Branchiopoda,Bosminidae,Cladoceran,Bosmina longirostris,,Mean,Y,,,,,,1.58E+00,Original species length,Species,2.20E-03,Average species mass,,Fresh ,1485,0.25,2.16E-03,4.58E-04,1.07E-02,5.62E-02,3.34E-02,6.99E-02,200,"Rates determined from sampling larvae gut contents along the Hudson River/Predator lengths are notochord lengths/first predator length given is at the beginning of sampling, second number form predator notochord length is from end of sampling period"
1486,Limburg et al 1997 TRANSACTS OF THE AMERIN FISHRS SOCIETY,In the field,3,Actinopterygii,Perciformes,Striped bass,Morone saxatilis,larvae,Crustacea,Copepoda,Copepod,unspecified,,Mean,Y,,,,,,1.68E+00,Original species length,Species,9.56E-03,Average species mass,,Fresh ,1486,0.18,8.18E-03,6.11E-03,1.50E-02,2.48E-02,1.93E-02,3.33E-02,200,"Rates determined from sampling larvae gut contents along the Hudson River/Predator lengths are notochord lengths/first predator length given is at the beginning of sampling, second number form predator notochord length is from end of sampling period"
1487,Limburg et al 1997 TRANSACTS OF THE AMERIN FISHRS SOCIETY,In the field,3,Actinopterygii,Perciformes,White perch,Morone americana,larvae,Crustacea,Copepoda,Copepod,unspecified,,Mean,Y,,,,,,1.58E+00,Original species length,Species,9.56E-03,Average species mass,,Fresh ,1487,0.12,6.50E-03,4.28E-03,2.29E-02,4.63E-02,2.89E-02,7.74E-02,200,"Rates determined from sampling larvae gut contents along the Hudson River/Predator lengths are notochord lengths/first predator length given is at the beginning of sampling, second number form predator notochord length is from end of sampling period"
1488,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Danube bleak,Alburnus chalcoides,,Crustacea,Copepoda,Cyclops,Cyclops spp.,ovigerous,Mean,N,24,20,1,,20000,5.20E+03,Original species length,Species,9.65E-02,Original species length,Order,Fresh ,1488,0.9,3.71E+01,3.33E+01,4.26E+01,9.58E-06,6.27E-06,1.34E-05,200,
1489,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Danube bleak,Alburnus chalcoides,,Crustacea,Cladocera,Daphnia,Daphnia hyalina,ovigerous,Mean,N,24,20,1,,20000,5.20E+03,Original species length,Species,4.81E-01,Original species length,Order,Fresh,1489,0.88,1.35E+02,1.28E+02,1.43E+02,1.12E-05,1.07E-05,1.17E-05,200,
