"","Data.set","Source","Field.","Dim","Predator.subphylum..class","Predator.order","Predator","Predator.scientific.name","Predator.type","Prey.class","Prey.order","Prey","Prey.scientific.name","Prey.type","Data.type","Replaced.","Hours.starved","Temp..C..","Pred.per.arena","X2D.Arena.size..cm2...bottom.SA.","X3D.arena.size..cm3.","Predator.mass..mg.","Predator.mass.source.code","Predator.mass.regression.code","Prey.mass..mg.","Prey.mass.source.code","Prey.mass.regression.code","Water.type","Dataset.ID","R2..mean.or.only.","a","CI.a.low","CI.a.hi","h","CI.h.low","CI.h.hi","Num.bootstraps","Notes","mean.aspect.ratio"
"1",1329,"Alexander et al 2014 BIOL LETT","",3,"Actinopterygii","Perciformes","Largemouth black bass","Micropterus salmoides","Adult","Amphibia","Hyperoliidae","Painted  reed frog","Hyperolius marmoratus","tadpole","Mean","N",48,18.05,"1",NA,3e+05,7840,"Original species length","Species",NA,"","","Fresh",1329,0.53,0.627,0.313,2.26,0.0385,0.0306,0.0573,200,"",1.215755
"2",1330,"Alexander et al 2014 BIOL LETT","",3,"Actinopterygii","Siluriformes","North African catfish","Clarias gariepinus","Adult","Amphibia","Hyperoliidae","Marbled reed frog","Hyperolius marmoratus","tadpole","Mean","N",48,18.05,"1",NA,3e+05,4320,"Original species length","Species",NA,"","","Fresh",1330,0.64,0.289,0.141,0.985,0.0487,0.0235,0.0775,200,"",1.197925
"3",1331,"Alexander et al 2014 BIOL LETT","",3,"Actinopterygii","Perciformes","Cape kurper","Sandelia capensis","Adult","Amphibia","Hyperoliidae","Marbled reed frog","Hyperolius marmoratus","tadpole","Mean","N",48,18.05,"1",NA,3e+05,10800,"Original species length","Family",NA,"","","Fresh",1331,0.5,0.565,0.207,1.11,0.0857,0.0513,0.124,200,"",1.49098
"4",1332,"Alexander et al 2014 BIOL LETT","",3,"Actinopterygii","Perciformes","River goby","Glossogobius callidus","Adult","Amphibia","Hyperoliidae","Marbled reed frog","Hyperolius marmoratus","tadpole","Mean","N",48,18.05,"1",NA,3e+05,3540,"Original species length","Species",NA,"","","Fresh",1332,0.32,0.443,0.155,1.47,0.114,0.0608,0.188,200,"",0.634118
"5",1333,"Townsend and Risebrow 1982 OEC","",3,"Actinopterygii","Cypriniformes","Freshwater bream","Abramis brama","Underyearling","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",24,25,"1",NA,1800,NA,"","",0.99,"Average species mass","","Fresh",1333,0.87,0.118,0.102,0.14,0.000273,0.000193,0.000348,200,"Light = 1.25 Lux",1.7346225
"6",1334,"Koski and Johnson 2002","",3,"Actinopterygii","Salmoniformes","Sockeye salmon","Oncorhynchus nerka","Fingerling, 2m old","Crustacea","Cladocera","Daphnia","Daphnia spp.","","Raw data","Y",19.7,19,"1",NA,35000,3000,"Original species mass","",0.439,"Average genus mass","","Fresh",1334,0.59,5.86,4.71,7.01,4.55e-06,2.91e-06,6.18e-06,1,"30 Lux",2.50685333333333
"7",1335,"Moss et al 2007 J FISH BIOL","",3,"Actinopterygii","Salmoniformes","Pink salmon","Oncorhynchus gorbuscha","Fry (Juvenile)","Crustacea","Harpacticoida","Copepod","Tisbe spp.","","Raw data","Y",48,11.25,"1",NA,8000,622,"Original species length","Genus",NA,"","","Marine",1335,0.72,0.169,-0.0155,0.353,0.000247,0.000148,0.000347,1,"160",2.48723
"8",1336,"Moss et al 2007 J FISH BIOL","",3,"Actinopterygii","Salmoniformes","Pink salmon","Oncorhynchus gorbuscha","Juvenile","Crustacea","Harpacticoida","Copepod","Tisbe spp.","","Raw data","Y",48,11,"5",NA,50000,11900,"Original species length","Genus",NA,"","","Marine",1336,0.03,0.0739,-0.321,0.468,0.0016,4.87e-05,0.00315,1,"90",2.48723
"9",1337,"Moss et al 2007 J FISH BIOL","",3,"Actinopterygii","Salmoniformes","Chum salmon","Oncorhynchus keta","Juvenile","Crustacea","Harpacticoida","Copepod","Tisbe spp.","","Raw data","Y",48,11,"5",NA,50000,12900,"Original species length","Genus",NA,"","","Marine",1337,0,3.71,-35.2,42.6,0.00059,0.000128,0.00105,1,"90",2.64862
"10",1338,"Moss et al 2007 J FISH BIOL","",3,"Actinopterygii","Salmoniformes","Pink salmon","Oncorhynchus gorbuscha","Juvenile","Crustacea","Mysidae","Mysid shrimp","(Americamysis bahia) Mysidopsis bahia","","Raw data","Y",48,11,"5",NA,50000,11900,"Original species length","Genus",1,"Alternate species length","Zooplankton","Marine",1338,0.72,1.22,-2.42,4.86,5.64e-05,8.58e-06,0.000104,1,"90",2.48723
"11",1339,"Moss et al 2007 J FISH BIOL","",3,"Actinopterygii","Salmoniformes","Chum salmon","Oncorhynchus keta","Juvenile","Crustacea","Mysidae","Mysid shrimp","(Americamysis bahia) Mysidopsis bahia","","Raw data","Y",48,11,"5",NA,50000,12900,"Original species length","Genus",1,"Alternate species length","Zooplankton","Marine",1339,0.48,2.03,-0.273,4.34,5.98e-05,4.07e-05,7.89e-05,1,"90",2.64862
"12",1340,"Soluk 1993 ECOLOGY","",2,"Actinopterygii","Scorpaeniformes","Mottled sculpin","Cottus bairdi","Wild caught","Insecta","Baetidae","Mayfly","Baetis tricaudatus","Larva","Mean","N",24,NA,"1",1900,NA,9300,"Original species length","Family",4.96,"Alternate species length","Order","Fresh",1340,0.56,0.149,0.0949,0.266,0.00254,7.9e-11,0.0076,200,"",NA
"13",1341,"Soluk 1993 ECOLOGY","",2,"Actinopterygii","Scorpaeniformes","Mottled sculpin","Cottus bairdi","Wild caught","Insecta","Ephemerellidae","Mayfly","Ephemerella subvaria","Larva","Mean","N",24,NA,"1",1900,NA,9300,"Original species length","Family",6.66,"Alternate species length","Order","Fresh",1341,0.32,0.0477,0.0251,0.117,0.0241,4.34e-08,0.0516,200,"",NA
"14",1342,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Clupeiformes","Alewife","Alosa pseudoharengus","10d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,12,"Alternate species length","Species",NA,"","","Fresh",1342,0.92,0.00255,0.00235,0.00274,0.000658,0.000589,0.000728,200,"",1.83145666666667
"15",1343,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","American yellow perch","Perca flavescens","6d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,14.1,"Alternate species length","Species",NA,"","","Fresh",1343,0.75,0.0031,0.00266,0.00374,0.000616,0.000539,0.000698,200,"",1.23413
"16",1344,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Salmoniformes","Bloater","Coregonus hoyi","8d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,12.9,"Alternate species length","Species",NA,"","","Fresh",1344,0.59,0.0134,0.0117,0.0153,0.00132,0.00126,0.00138,200,"",5.41623
"17",1348,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Clupeiformes","Alewife","Alosa pseudoharengus","36d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,88.3,"Alternate species length","Species",NA,"","","Fresh",1348,0.24,0.221,0.0813,0.578,3.81e-05,2.08e-05,4.99e-05,200,"",1.83145666666667
"18",1349,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","American yellow perch","Perca flavescens","34d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,114,"Alternate species length","Species",NA,"","","Fresh",1349,0.36,0.159,0.0963,0.253,6.91e-05,5.23e-05,9.15e-05,200,"",1.23413
"19",1350,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Salmoniformes","Bloater","Coregonus hoyi","37d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,104,"Alternate species length","Species",NA,"","","Fresh",1350,0.16,1.78,1.23,2.83,3.78e-05,3.49e-05,4.08e-05,200,"",5.41623
"20",1351,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Clupeiformes","Alewife","Alosa pseudoharengus","37d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,284,"Alternate species length","Species",NA,"","","Fresh",1351,0.44,0.442,0.219,0.738,1.38e-05,9.71e-06,1.88e-05,200,"",1.83145666666667
"21",1352,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","American yellow perch","Perca flavescens","65d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,389,"Alternate species length","Species",NA,"","","Fresh",1352,0.47,0.193,0.115,0.309,1.86e-05,1.11e-05,2.34e-05,200,"",1.23413
"22",1353,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Salmoniformes","Bloater","Coregonus hoyi","67d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,352,"Alternate species length","Species",NA,"","","Fresh",1353,0.85,1.24,1.05,1.49,1.54e-05,1.38e-05,1.71e-05,200,"",5.41623
"23",1354,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Clupeiformes","Alewife","Alosa pseudoharengus","45d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,650,"Alternate species length","Species",NA,"","","Fresh",1354,0.46,5.63,0.88,7.22,1.02e-05,6.97e-06,1.32e-05,200,"",1.83145666666667
"24",1355,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","American yellow perch","Perca flavescens","94d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,928,"Alternate species length","Species",NA,"","","Fresh",1355,0.39,1.51,0.935,2.33,7.03e-06,5.28e-06,8.98e-06,200,"",1.23413
"25",1356,"Miller et al 1992 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Salmoniformes","Bloater","Coregonus hoyi","96d old larvae","Crustacea","Artemiidae","Brine shrimp","Artemia spp.","","Mean","N",24,15,"10",NA,20000,837,"Alternate species length","Species",NA,"","","Fresh",1356,0.76,10.4,9.31,11.7,6.42e-06,6.17e-06,6.78e-06,200,"",5.41623
"26",1375,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult A","Insecta","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,"1",5000,125000,5090,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1375,0.38,1850,1100,4540,6.69e-05,5.69e-05,7.99e-05,200,"",1.98252
"27",1376,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult B","Insecta","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,"1",5000,125000,17900,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1376,0.55,2530,1720,4050,2.16e-05,1.62e-05,2.91e-05,200,"",1.98252
"28",1377,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult C","Insecta","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,"1",5000,125000,59000,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1377,0.46,2770,1580,5640,1.58e-05,1.01e-05,2.25e-05,200,"",1.98252
"29",1378,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult A","Crustacea","Gammaridae","","Gammarus spp.","dead","Mean","N",24,10,"1",5000,125000,5090,"Original species length","Species",3.1,"Original species mass","","Fresh",1378,0.23,3030,1540,5590,5.82e-05,4.74e-05,7.16e-05,200,"",1.98252
"30",1379,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult B","Crustacea","Gammaridae","","Gammarus spp.","dead","Mean","N",24,10,"1",5000,125000,17900,"Original species length","Species",3.1,"Original species mass","","Fresh",1379,0.4,5470,3810,8880,2.66e-05,2.28e-05,3.06e-05,200,"",1.98252
"31",1380,"Gustafsson et al 2010 ECOL FRE FISH","",2,"Actinopterygii","Salmoniformes","Brown trout","Salmo trutta","Adult C","Crustacea","Gammaridae","","Gammarus spp.","dead","Mean","N",24,10,"1",5000,125000,59000,"Original species length","Species",3.1,"Original species mass","","Fresh",1380,0.93,3080,3080,3080,1.56e-05,1.56e-05,1.56e-05,200,"",1.98252
"32",1381,"O'Brien et al 2001 J CAN FISH AQUAT RES","",3,"Actinopterygii","Salmoniformes","Arctic grayling","Thymallus arcticus","Adult","Crustacea","Cladocera","Daphnia","Daphnia middendorffiana","","Mean","Y",NA,12,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","Fresh",1381,0.73,432,207,846,1.47e-05,1.2e-05,1.73e-05,200,"",1.98211
"33",1382,"O'Brien et al 2001 J CAN FISH AQUAT RES","",3,"Actinopterygii","Salmoniformes","Arctic grayling","Thymallus arcticus","Adult","Crustacea","Cladocera","Daphnia","Daphnia middendorffiana","","Mean","Y",NA,12,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","Fresh",1382,0.72,554,296,930,1.45e-05,1.14e-05,1.75e-05,200,"",1.98211
"34",1383,"O'Brien et al 2001 J CAN FISH AQUAT RES","",3,"Actinopterygii","Salmoniformes","Arctic grayling","Thymallus arcticus","Adult","Crustacea","Cladocera","Daphnia","Daphnia middendorffiana","","Mean","Y",NA,12,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","Fresh",1383,0.79,515,184,1290,1.72e-05,8.59e-06,3.14e-05,200,"",1.98211
"35",1384,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year A","Actinopterygii","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile A","Mean","N",12,20.5,"1",NA,2492853.771,6520,"Original species length","Species",174,"Original species length","Species","Marine",1384,0.77,34.5,28.3,42,0.0102,0.00765,0.0132,200,"",2.390475
"36",1385,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year B","Actinopterygii","Moronidae","Striped bass","Morone saxatilis","Juvenile A","Mean","N",12,20.5,"1",NA,2492853.771,7700,"Original species length","Species",174,"Original species length","Species","Marine",1385,0.66,31.3,22.4,45.9,0.00642,0.0029,0.0103,200,"",2.390475
"37",1386,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year C","Actinopterygii","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile B","Mean","N",24,20.5,"1",NA,2492853.771,46000,"Original species length","Species",1200,"Original species length","Species","Marine",1386,0.63,17.5,11.1,29,0.00636,2.58e-09,0.0125,200,"",2.390475
"38",1387,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year D","Actinopterygii","Moronidae","Striped bass","Morone saxatilis","Juvenile B","Mean","N",24,20.5,"1",NA,2492853.771,44600,"Original species length","Species",1500,"Original species length","Species","Marine",1387,0.11,38,21.3,170,0.0196,0.0145,0.0249,200,"",2.390475
"39",1388,"Anderson 2001 ECOLOGY","",3,"Actinopterygii","Perciformes","Kelp bass","Paralabrax clathratus","","Actinopterygii","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","Marine",1388,0.29,2.34,0.0433,4.63,0.117,0.0546,0.179,1,"No kelp",1.917075
"40",1389,"Anderson 2001 ECOLOGY","",3,"Actinopterygii","Perciformes","Kelp bass","Paralabrax clathratus","","Actinopterygii","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","Marine",1389,0.15,2.31,-0.554,5.17,0.219,0.124,0.315,1,"5.8-6.4kg of kelp",1.917075
"41",1390,"Anderson 2001 ECOLOGY","",3,"Actinopterygii","Perciformes","Kelp bass","Paralabrax clathratus","","Actinopterygii","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","Marine",1390,0.43,0.522,0.142,0.902,0.00157,-0.132,0.135,1,"9.9-13.2kg of kelp",1.917075
"42",1391,"Anderson 2001 ECOLOGY","",3,"Actinopterygii","Perciformes","Kelp bass","Paralabrax clathratus","","Actinopterygii","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","Marine",1391,0.45,0.522,0.152,0.892,0.0876,-0.0551,0.23,1,"21.9-26.1kg of kelp",1.917075
"43",1392,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,12,"5",NA,2e+05,10900,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1392,0.67,26700,19200,36400,1.66e-05,1.39e-05,2.01e-05,200,"",1.472685
"44",1393,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,12,"2",NA,2e+05,29100,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1393,0.62,57800,42200,81300,1.46e-05,1.32e-05,1.62e-05,200,"",1.397205
"45",1394,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,15,"5",NA,2e+05,10900,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1394,0.63,86200,62800,127000,1.66e-05,1.53e-05,1.84e-05,200,"",1.472685
"46",1395,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,15,"2",NA,2e+05,29100,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1395,0.66,106000,78500,139000,1.06e-05,9.32e-06,1.18e-05,200,"",1.397205
"47",1396,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,18,"5",NA,2e+05,10900,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1396,0.54,56900,35500,89600,8.41e-06,6.77e-06,1.02e-05,200,"",1.472685
"48",1397,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,18,"2",NA,2e+05,29100,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1397,0.6,105000,71600,165000,1.1e-05,9.82e-06,1.23e-05,200,"",1.397205
"49",1398,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,21,"5",NA,2e+05,10900,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1398,0.71,160000,120000,214000,7.63e-06,7.09e-06,8.22e-06,200,"",1.472685
"50",1399,"Persson 1986 J ANIM ECOL","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","","Insecta","Diptera","Phantom midge","Chaoborus obscuripe","","Mean","N",NA,21,"2",NA,2e+05,29100,"Original species mass","",8.69,"Alternate species length","Order","Fresh",1399,0.56,192000,129000,305000,9.1e-06,8.24e-06,9.92e-06,200,"",1.397205
"51",1400,"Harborne 2012 CORAL REEFS","",3,"Actinopterygii","Perciformes","Graysby","Cephalopholis cruentata","Wild caught","Actinopterygii","Perciformes","Rainbow wrasse","Halichoeres pictus","Wild caught","Raw data","N",48,25.8,"1",NA,750000,99700,"Original species mass","",135,"Original species length","Genus","Marine",1400,0.04,1.64,-3.58,6.86,0.184,0.0657,0.303,1,"Winter",2.42931
"52",1401,"Harborne 2012 CORAL REEFS","",3,"Actinopterygii","Perciformes","Graysby","Cephalopholis cruentata","Wild caught","Actinopterygii","Perciformes","Rainbow wrasse","Halichoeres pictus","Wild caught","Raw data","N",48,28.8,"1",NA,750000,99700,"Original species mass","",135,"Original species length","Genus","Marine",1401,0.26,0.666,-0.0863,1.42,0.0491,-0.0158,0.114,1,"Summer",2.42931
"53",1402,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year A","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,71.2,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1402,0.2,1.84,0.465,6.5,0.000445,0.000309,0.000598,200,"",1.29389
"54",1404,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year A","Actinopterygii","Cyprinidae","Common carp","Cyprinus carpio","Larva A","Mean","N",24,21,"1",NA,72000,71.2,"Original species length","Species",4.78,"Original species length","Species","Fresh",1404,0.27,10.4,4.55,39.4,0.00452,0.00234,0.00729,200,"",1.29389
"55",1405,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year B","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,250,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1405,0.09,6.33,2.38,17.2,0.00035,0.000298,0.000405,200,"",1.29389
"56",1406,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",2,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year B","Insecta","Diptera","Benthos","Chironomidae","Larva","Mean","N",24,21,"1",NA,72000,250,"Original species length","Species",3.09,"Original family length","Family","Fresh",1406,0.02,82.2,20.8,243,0.00219,0.00173,0.00287,200,"",1.29389
"57",1407,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year B","Actinopterygii","Cyprinidae","Common carp","Cyprinus carpio","Larva B","Mean","N",24,21,"1",NA,72000,250,"Original species length","Species",15.4,"Original species length","Species","Fresh",1407,0.37,3.57,2.45,14.5,0.000524,5.92e-11,0.00489,200,"",1.29389
"58",1408,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year C","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,610,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1408,0.17,5.01,0.126,18.3,0.000176,2.77e-05,0.000257,200,"",1.29389
"59",1409,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",2,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year C","Insecta","Diptera","Benthos","Chironomidae","Larva","Mean","N",24,21,"1",NA,72000,610,"Original species length","Species",3.09,"Original family length","Family","Fresh",1409,0.16,50,25.8,113,0.00117,0.000905,0.0015,200,"",1.29389
"60",1410,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year C","Actinopterygii","Centrarchidae","Bluegill","Lepomis macrochirus","Larva A","Mean","N",24,21,"1",NA,72000,610,"Original species length","Species",21.3,"Original species length","Species","Fresh",1410,0.3,5.49,2.93,57.5,0.00149,5.84e-11,0.00504,200,"",1.29389
"61",1411,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year D","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,1220,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1411,0.21,9.39,5.17,28.1,0.000156,0.000132,0.000183,200,"",1.29389
"62",1412,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",2,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year D","Insecta","Diptera","Benthos","Chironomidae","Larva","Mean","N",24,21,"1",NA,72000,1220,"Original species length","Species",3.09,"Original family length","Family","Fresh",1412,0.63,32.4,19.6,58.3,0.000472,0.000373,0.000589,200,"",1.29389
"63",1413,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year D","Actinopterygii","Centrarchidae","Bluegill","Lepomis macrochirus","Larva B","Mean","N",24,21,"1",NA,72000,1220,"Original species length","Species",43.1,"Original species length","Species","Fresh",1413,0.04,45.2,15.9,363,0.00683,0.00562,0.00835,200,"",1.29389
"64",1414,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year E","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,2140,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1414,0.49,2.95,1.21,9.47,0.000109,8.36e-05,0.000143,200,"",1.29389
"65",1415,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",2,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year E","Insecta","Diptera","Benthos","Chironomidae","Larva","Mean","N",24,21,"1",NA,72000,2140,"Original species length","Species",3.09,"Original family length","Family","Fresh",1415,0.59,37.9,21.7,98.6,0.000324,0.000255,0.000413,200,"",1.29389
"66",1416,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year E","Actinopterygii","Centrarchidae","Bluegill","Lepomis macrochirus","Larva C","Mean","N",24,21,"1",NA,72000,2140,"Original species length","Species",76.5,"Original species length","Species","Fresh",1416,0.25,8.97,3.91,33.8,0.00471,0.00243,0.00699,200,"",1.29389
"67",1417,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year F","Crustacea","Cladocera","Zooplankton","Daphnia spp.","","Mean","N",24,21,"1",NA,72000,3460,"Original species length","Species",0.376,"Original genus length","Order","Fresh",1417,0.32,3.31,1.45,16.5,0.000124,8.83e-05,0.000176,200,"",1.29389
"68",1418,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",2,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year F","Insecta","Diptera","Benthos","Chironomidae","Larva","Mean","N",24,21,"1",NA,72000,3460,"Original species length","Species",3.09,"Original family length","Family","Fresh",1418,0.45,325,131,709,2.65e-05,1.41e-05,4.44e-05,200,"",1.29389
"69",1419,"Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI","",3,"Actinopterygii","Perciformes","Walleye","Sander vitreus","Young of the year F","Actinopterygii","Centrarchidae","Bluegill","Lepomis macrochirus","Larva D","Mean","N",24,21,"1",NA,72000,3460,"Original species length","Species",124,"Original species length","Species","Fresh",1419,0.27,10.5,4.29,24.4,0.0038,0.00174,0.00533,200,"",1.29389
